data1,data2,output
-0.310644698,-0.319393794,1
-0.462765512,-0.057512279,1
-0.329198003,-0.917743471,0
0.480103041,0.731865723,0
-0.356092166,0.841022578,0
0.00622232,0.354664113,1
0.116528931,0.327776105,1
-0.826054867,0.12798445,0
-0.340944324,-0.785847818,0
-0.025874347,0.908256261,0
-0.303442318,0.445761701,1
0.017311665,-0.333296775,1
0.1298069,-0.96906359,0
0.756061841,-0.636842891,0
-0.274960217,-1.008580945,0
-0.148871105,0.373659628,1
-0.224574594,-0.316326112,1
-0.967549455,0.332809196,0
-0.570419073,-0.91991093,0
0.377806116,-0.001446563,1
0.052063729,0.347353056,1
-0.007822371,0.332380692,1
-0.722442619,0.414090379,0
-0.435142238,1.086515362,0
0.893659162,0.157314347,0
-1.004362461,-0.2054986,0
-0.199120097,0.180050723,1
0.048026494,-0.311256078,1
-0.015446838,-0.473051583,1
0.949362741,-0.25378781,0
0.099197369,0.914161387,0
0.653081408,-0.054788474,0
-0.273554352,0.001365378,1
-0.932129591,-0.219805016,0
0.911459747,0.542033379,0
-0.473837583,0.190260383,1
0.581740734,-0.674073081,0
-0.662552668,-0.60457638,0
-0.406956802,0.173340065,1
0.425836676,0.020957004,1
0.044730158,-0.302788643,1
1.089342189,0.292725053,0
0.67719163,-0.830535294,0
0.106508038,-0.358714309,1
-0.142852203,-0.358012869,1
0.361128701,0.073898027,1
-0.356291443,0.917457788,0
0.670865891,-0.803465601,0
-0.349960357,0.133524995,1
0.342423027,-0.108256143,1
-0.263146441,-0.445728425,1
-0.218027825,-0.008239381,1
0.873483254,0.479767784,0
0.245935315,-0.171481707,1
0.268614345,-0.394226803,1
-0.714857727,-0.783543069,0
0.738624304,-0.520736198,0
0.846265654,0.346285356,0
0.510099604,-0.737067773,0
-0.203092782,-0.26129223,1
0.879636613,-0.538016498,0
0.249999327,0.383525399,1
-1.025097373,-0.103157063,0
0.270425726,1.058372942,0
0.125689776,0.465388356,1
0.497187413,0.15759905,1
-0.11008681,0.389776101,1
0.572472421,-0.156346087,1
-0.445141026,1.079390358,0
0.47829089,0.720491081,0
0.301226547,0.083503862,1
0.182963395,0.231130193,1
0.478107155,-0.09535186,1
0.793864974,0.865266336,0
-0.383166303,-0.858001572,0
0.815597144,0.650811281,0
0.136639405,-0.286420988,1
-0.85036291,-0.574716936,0
-0.482151065,-0.282587085,1
-0.427782711,1.042277502,0
1.078032315,0.081573109,0
-0.844934728,-0.495743677,0
-0.345360665,0.172123824,1
0.858044545,0.359285218,0
0.995869085,0.086240124,0
-0.163330958,0.398956286,1
-0.152482922,-0.445406326,1
-0.015983097,1.137460101,0
-0.15629694,-0.166138328,1
-0.266217712,-0.228411547,1
0.025830869,-0.301681443,1
-0.166463577,-0.539038634,1
-0.742950412,0.756369606,0
-0.218806684,-1.029279917,0
0.767978137,0.591481978,0
-1.091475728,0.41079661,0
0.752581804,0.477944196,0
0.24824983,0.133116439,1
-0.160558274,-0.273753763,1
-0.237742925,0.982102981,0
0.419026101,0.088365482,1
-0.196368197,0.279689671,1
0.04334475,-0.479207737,1
1.105161752,-0.01085854,0
0.178445563,0.449415385,1
-0.899723827,-0.29259936,0
1.094162568,0.121415504,0
-0.785193812,0.364933652,0
0.942272595,-0.324641286,0
0.37532925,0.877353407,0
-0.491820967,0.167545837,1
0.186055497,0.36537676,1
0.611055424,0.582831315,0
0.825877697,0.334326663,0
-0.609124582,0.675370827,0
0.689303957,0.799653997,0
0.186880493,-0.323238509,1
-0.26020582,-0.41225167,1
0.358638324,-0.048693213,1
-0.48773468,0.77709066,0
0.21856245,0.072699768,1
-0.475392669,0.101258558,1
-0.85399462,-0.033027465,0
-1.011595964,0.381409448,0
-0.121797773,0.235863902,1
-0.357245662,0.446046771,1
0.053234534,0.408579946,1
-0.354714868,0.14118732,1
-0.246482984,-0.143686248,1
0.147837418,0.950663501,0
0.929672106,0.65939286,0
-0.042269073,0.418816308,1
0.427433641,0.088247559,1
1.08891764,0.11499209,0
-0.57899764,0.82071599,0
-0.43281677,-0.869577639,0
-0.870630693,-0.472558055,0
-0.348231027,-0.43060038,1
-0.318204236,-0.117037617,1
0.121963447,0.384772302,1
0.915026765,-0.518831227,0
0.353785252,0.00429618,1
0.188246814,0.088868479,1
0.275891561,-0.937111808,0
-0.361497792,0.179490886,1
-0.136970943,0.179942426,1
0.290365717,0.032573173,1
0.736621294,0.532155967,0
0.941353274,-0.181791678,0
0.421048407,-0.873090956,0
0.216681572,-0.875184801,0
-0.589353082,-0.839947452,0
-0.18614807,0.297048196,1
0.896938734,0.343309605,0
1.163684889,-0.055910476,0
-0.775449869,-0.613573793,0
-0.159044456,-0.113318092,1
-0.424729354,0.823319503,0
0.358979701,-0.14378399,1
-0.272156435,-1.162569027,0
0.229777469,-0.358414067,1
-0.29940016,-0.240764402,1
0.744689719,0.837246715,0
0.610413103,0.754218451,0
0.198519923,-0.247302715,1
-0.275252295,-0.192279932,1
-0.099440642,-1.080542056,0
0.025406154,-0.621497614,1
0.437598189,0.014981908,1
-0.314884269,-0.181175287,1
0.30222821,-0.153613823,1
0.547123856,-0.770629118,0
0.011920269,-0.315294779,1
-0.149581616,-0.582934434,1
-0.421904115,0.958133475,0
-1.188717483,-0.111471878,0
-0.175503647,-0.279429366,1
-0.799466369,0.123025388,0
0.41904916,-0.854394549,0
-0.05771375,-0.669542598,1
-0.366250756,0.290667475,1
0.380784071,0.178338005,1
0.044582082,-0.502683087,1
-0.033342532,-0.550496472,1
0.906611365,-0.282382069,0
0.39963715,-0.143164919,1
-0.469535974,0.202131707,1
-0.785580694,-0.516701097,0
0.369053148,0.028568748,1
0.319182926,0.119080809,1
-0.995269297,0.613891049,0
0.69327527,-0.527896738,0
0.092796153,0.110124464,1
-0.779346651,0.279782644,0
1.045249788,0.298184895,0
1.036895352,-0.023260732,0
-0.230409621,-0.210923365,1
0.196564018,-0.497151924,1
1.142793658,-0.273880303,0
0.143011374,-0.318370886,1
-0.264984855,-0.017917965,1
0.403866565,-0.079038384,1
0.261100019,-0.223902297,1
-0.01666257,0.453062235,1
0.227429744,-0.060041469,1
-0.042659984,0.350439339,1
-0.47479701,-0.85466101,0
-0.415609454,-0.162833124,1
-0.864048095,-0.662058874,0
-0.300399773,0.932590001,0
0.769244646,-0.651406318,0
0.399358636,0.149125796,1
0.389263488,0.088290402,1
0.805184679,-0.41590633,0
-0.549300314,0.860835887,0
-0.672430248,0.865682119,0
-0.134304479,0.399283539,1
-0.311854805,0.292962141,1
0.53718374,-0.13878367,1
0.626593644,-0.937521691,0
0.30398918,-0.295090076,1
0.310750825,-0.021460241,1
0.929575699,0.014806428,0
-0.608223443,0.725128923,0
0.772752611,0.751659433,0
0.909495206,0.370355556,0
-0.393417797,0.398657291,1
0.34974507,-0.174271846,1
-1.06608667,0.092520427,0
-0.409008346,-0.837062377,0
0.816541151,0.422395032,0
-0.824942088,-0.614198557,0
-0.393611905,0.104338201,1
0.295786349,-0.307473846,1
-0.356010921,-0.126156464,1
-0.327855776,0.486308831,1
-1.368749588,-0.035187805,0
1.033089483,0.103541662,0
-0.270356595,-1.008002149,0
-0.135740272,0.873399191,0
-0.057897133,0.495481901,1
0.995440314,-0.330837486,0
0.980204743,-0.447114414,0
0.232642701,0.272404297,1
-0.192953516,0.938834548,0
0.390082393,-0.92283088,0
0.601894029,0.842156571,0
-0.435464918,-0.31116342,1
0.277563363,-0.812294119,0
0.71158246,0.571517387,0
0.04740306,-0.628636078,1
-0.680793297,-0.590198478,0
-0.754956438,-0.685165745,0
0.047091908,-0.876965694,0
0.333914002,0.254581593,1
-0.984051224,0.505419862,0
-0.848972645,0.252797612,0
-0.356491005,0.192346764,1
-0.699889683,-0.688509207,0
0.176876706,-0.310719314,1
0.123712544,-0.021363623,1
-0.931135235,-0.333104232,0
0.56895432,-0.026770084,1
0.189147799,0.251366047,1
-0.505835913,0.772669348,0
1.003072449,0.377693129,0
0.471506082,0.124439794,1
-0.250551762,-0.468320549,1
0.333742854,-0.831613664,0
0.482759574,0.890652141,0
-0.492529818,0.158200387,1
-0.111434464,-0.41246167,1
-0.571138975,-0.72933574,0
0.662535454,-0.806721833,0
0.573083526,-0.757639848,0
0.804715314,0.34900475,0
-0.348554596,-0.18184447,1
-0.678115113,0.982833794,0
-1.201156801,0.051441981,0
0.349761195,-0.159170582,1
0.341063717,-0.214510755,1
0.322243862,0.98585805,0
-0.258448112,-0.319021117,1
-0.414189326,-0.029219295,1
0.198191421,0.997902138,0
0.9988634,0.162103824,0
0.183278149,0.354776066,1
-0.197538719,0.990620807,0
-0.487303122,1.089028685,0
0.485808481,0.169282032,1
0.046559135,0.96272317,0
-0.200352006,0.11401797,1
-0.405632602,0.899072237,0
0.240191247,0.935430555,0
0.100030844,0.350000672,1
0.09330735,-0.46680493,1
-0.098888895,-0.406834484,1
-0.455214326,-0.222455787,1
-0.088306706,0.435188419,1
-0.10483816,-0.435624892,1
0.079680698,-0.327049257,1
-0.670477643,0.880726246,0
1.058700948,-0.391759664,0
-0.389145998,-1.012078937,0
-0.091752846,-0.978345041,0
-0.451553974,0.915495784,0
0.864601107,0.023708251,0
0.238913875,0.170358338,1
-0.034537538,0.53803113,1
0.303286173,-0.959214619,0
0.041219806,-0.48847324,1
0.238366209,0.492690222,1
0.618224961,0.579431826,0
0.274511865,-0.274759615,1
-0.418480216,0.680116521,0
0.022793137,-0.471969029,1
1.042146795,-0.036098989,0
-0.724031926,0.996482018,0
-0.204294837,-0.096618515,1
0.542254645,-0.11908468,1
-0.972470378,-0.270938956,0
0.273679117,0.22973795,1
-0.190982312,-0.916875828,0
0.101475101,-0.149715619,1
0.005360766,0.960048993,0
-0.114208872,0.326143975,1
0.157264145,-0.286875853,1
-0.331169865,-0.035356963,1
-0.201252575,-0.359036578,1
0.977980324,-0.380055463,0
0.287496719,-0.469263714,1
-0.141191998,0.403087568,1
0.109114297,0.352460781,1
0.077548985,1.105572718,0
-0.448839018,0.144455732,1
-0.209744509,-0.465192635,1
0.318475648,0.939116131,0
-0.640983136,0.069039004,1
1.169911147,0.110350462,0
-0.420986144,-0.116501044,1
-0.574771079,-0.236290277,1
0.747729888,-0.438279141,0
-0.227064264,0.467522727,1
-0.449115299,-0.154284489,1
0.253558126,-0.335145618,1
-0.272403513,-0.254421761,1
-0.246747424,0.079803411,1
0.335330761,0.403073995,1
0.790896013,0.621098848,0
0.422067257,-0.099373465,1
0.524903656,-0.940408526,0
-0.382484244,-0.246808782,1
0.513384472,-0.950656044,0
-0.651403348,-0.632693188,0
0.929464131,-0.13467146,0
0.417252115,0.02424207,1
-0.320748636,0.080474881,1
-0.706808291,0.903257238,0
0.26701865,-0.210491437,1
1.025304468,-0.095964986,0
-0.976110537,0.220101599,0
-0.002827897,1.021410079,0
-0.955727943,-0.436266777,0
0.075173454,-0.985505127,0
-0.344168415,-0.324933499,1
0.137382046,0.343503485,1
0.753989851,0.697734949,0
0.967706445,0.195268084,0
-1.165753269,-0.132964522,0
-0.689505625,0.685481025,0
-0.812220809,0.607362601,0
0.569137113,-0.090938946,1
-0.660344646,-0.833758738,0
-0.930165487,-0.799578992,0
0.03866109,-0.343233567,1
0.375163126,-0.26719756,1
0.054165718,1.026016844,0
0.101551827,0.419410138,1
0.425018761,-0.234710403,1
-0.441713101,-0.822080059,0
0.029473704,0.381777483,1
-0.713539728,0.391947686,0
-0.001039815,0.56965648,1
0.020790337,0.996931561,0
0.071444605,-0.344242741,1
-0.509546712,-0.943200004,0
-0.779787167,-0.449938331,0
-0.323135647,-1.03285669,0
-0.370216806,0.154753261,1
0.384515619,0.781385109,0
-0.200022054,-0.456770245,1
0.416209528,0.80028724,0
-0.610587623,0.041497672,1
-0.560592612,-0.916021856,0
0.945721709,-0.133864901,0
0.329419742,-0.16329552,1
1.017641477,-0.177436081,0
0.001483136,-0.38047812,1
-0.004246043,0.956760388,0
0.780286574,-0.787234796,0
0.107700458,0.38902076,1
-1.062566012,-0.24788616,0
-0.736179995,-0.289882706,0
-0.024865258,-0.277332377,1
-0.332178568,0.060859739,1
-0.56872081,-0.880298619,0
-0.651509489,0.115975719,1
0.397041666,0.035518782,1
0.175527278,0.243298383,1
0.432696727,-0.072576968,1
0.085974271,0.269158224,1
0.025020201,-0.357188334,1
-0.440230457,0.379910666,1
-0.488001845,0.9139495,0
0.453298281,0.170506342,1
-0.627965086,0.003130247,1
0.249632094,-0.420778182,1
-0.307586259,-0.54956487,1
-1.265602633,0.246153829,0
0.687008856,0.636995924,0
-0.262755911,-0.994756088,0
-0.438498758,-0.036984338,1
-0.052026371,-0.271936623,1
0.458728672,0.77574083,0
0.798670619,0.412914263,0
-0.21625109,0.199442048,1
0.049964054,-0.465455353,1
-0.273798871,0.01656378,1
-0.738031567,-0.517132756,0
0.95797839,-0.121501519,0
-0.188276626,-0.896484054,0
0.026572288,-1.079292447,0
-0.417785257,0.26594701,1
0.103980743,0.291348166,1
1.072568139,0.096534055,0
-0.196797747,0.9757231,0
-0.625256778,0.785852386,0
-0.858982715,0.31386273,0
0.019807048,-0.282509798,1
0.424521533,-0.266229484,1
0.930186341,0.561844081,0
0.13878454,0.574409195,1
0.430513095,0.307372411,1
0.254604293,-0.256148788,1
-0.602163584,1.103174287,0
0.660335541,0.983242119,0
0.134780595,0.341666493,1
-0.106575047,-0.316722583,1
0.738900304,-0.631642747,0
0.34415455,0.210076724,1
0.363982734,-0.306099658,1
0.123738884,0.223898081,1
0.14790361,0.305934708,1
-0.874650567,0.277858072,0
0.382814494,0.247740877,1
-0.526501669,-0.113157687,1
0.081752239,1.23803266,0
0.121018529,0.408002929,1
0.363860974,0.081005412,1
-1.027179618,0.049427422,0
0.528046999,-0.916122209,0
0.204742326,0.252928015,1
0.422343134,0.20088662,1
-0.154889884,-0.473490534,1
0.078957779,0.485752061,1
0.000134127,-0.359103929,1
-0.616013115,-0.167850769,1
0.199481851,0.230239334,1
0.052462658,1.07279898,0
-0.145082242,-0.56788318,1
-0.390554628,-0.285669255,1
-0.976912422,-0.301254776,0
0.411692596,0.16996407,1
-0.147359264,-0.36612537,1
-0.253463052,0.420221671,1
-0.908238258,-0.490685749,0
-0.415328398,-0.01027744,1
-1.014795439,0.369758303,0
-1.049803509,0.531234371,0
0.20889484,0.418425791,1
0.839317772,0.801062973,0
0.450197225,0.943480616,0
0.103859573,0.548884191,1
-0.938996873,0.214538203,0
-0.37775694,0.215717381,1
0.340932048,-0.298970798,1
0.142681738,0.917707062,0
-0.192507956,-0.354519695,1
0.104587888,0.35056375,1
0.748212932,-0.090360175,0
-0.488549187,-0.885614212,0
0.078609958,-0.397953328,1
-0.616859866,0.861435843,0
-1.024888961,0.021298142,0
-0.07083672,-1.033724652,0
-0.196568175,-0.253004518,1
0.883631738,0.391258276,0
-0.382910896,0.772114613,0
-0.086623778,0.560668422,1
-0.232394117,-0.348797019,1
-0.410540021,0.154216346,1
-0.900752304,0.147559635,0
-0.484332421,0.093375747,1
-0.200562608,-0.470704315,1
-0.571154108,0.612776265,0
0.402364286,0.013981168,1
-0.042814014,0.413169858,1
0.799208444,0.603158094,0
0.900261098,0.417634414,0
0.739475815,-0.433857525,0
-0.365070173,-0.156039639,1
-0.103737469,0.487077821,1
0.91420134,0.408696697,0
0.768787274,0.108062814,0
0.986197437,-0.537769962,0
-0.441514826,0.301223939,1
-0.525965062,-0.788280129,0
-0.284208768,-0.295705029,1
0.871530492,0.293602765,0
-0.053018823,0.441628497,1
0.249459086,-0.254982332,1
0.535524381,-1.02052279,0
0.859568538,0.350041317,0
1.177326325,0.316789437,0
0.278766805,0.883039522,0
1.005000143,-0.283434005,0
-0.362885355,0.99533132,0
1.225968402,-0.006758409,0
-0.667135756,0.779258465,0
-0.417133627,-0.177831604,1
-0.354112531,-0.950561986,0
-0.150219638,0.314976443,1
0.515555459,-0.674598469,0
0.386779448,0.80817796,0
0.047880456,0.998925765,0
0.012997741,-0.313529435,1
0.135716225,0.133069454,1
0.387518486,0.226025584,1
-0.362448527,-0.346369859,1
-0.869133036,0.456530303,0
0.493643743,0.228574136,1
0.883910208,0.212825013,0
-0.20456665,0.413745522,1
-0.123243784,0.943711194,0
-0.458256328,0.007258938,1
-0.982762982,0.597145518,0
-0.346617683,0.901569403,0
-0.490143594,0.697585271,0
-0.171878848,-0.537069089,1
-0.270375102,0.284773902,1
0.752983953,-0.572352,0
-0.917351537,-0.020529647,0
-0.656231127,-0.653515357,0
0.125703291,0.225456834,1
0.005685299,-1.09964154,0
-0.125153111,-0.397633665,1
0.317784461,0.095148744,1
